Name,Height,Weight,Nationality,Climbing,General_Classification,Time_Trial,Sprint,One_Day_Races
Kristof De Zutter,NaN,NaN,Belgium,2Climber,0GC,4Time trial,112Sprint,18One day races
Janek  Tombak, 1.72 m, 71 kg   ,Estonia,246Climber,569GC,26Time trial,2800Sprint,1804One day races
Philippe  Gilbert, 1.78 m, 75 kg   ,Belgium,6512Climber,3983GC,1423Time trial,6093Sprint,12343One day races
Dominique  Cornu, 1.96 m, 78 kg   ,Belgium,66Climber,641GC,1213Time trial,168Sprint,32One day races
Iván  Domínguez, 1.76 m, 72 kg   ,United States,0Climber,5GC,0Time trial,630Sprint,135One day races
Raffaele  Illiano,NaN,NaN,Italy,154Climber,166GC,46Time trial,397Sprint,178One day races
Marcel  Meisen, 1.72 m, 62 kg   ,Germany,28Climber,135GC,115Time trial,350Sprint,77One day races
Alex  Peters, 1.75 m, 67 kg   ,Great Britain,72Climber,83GC,13Time trial,119Sprint,41One day races
Oliviero  Troia, 1.91 m, 80 kg   ,Italy,4Climber,100GC,10Time trial,103Sprint,127One day races
Serge  Pauwels, 1.77 m, 65 kg   ,Belgium,1631Climber,1310GC,45Time trial,384Sprint,472One day races
Łukasz  Wiśniowski, 1.91 m, 78 kg   ,Poland,78Climber,266GC,299Time trial,408Sprint,540One day races
Bradley  Wiggins, 1.89 m, 76 kg   ,Great Britain,1984Climber,3525GC,6497Time trial,351Sprint,274One day races
Manuel Antonio Leal  Cardoso, 1.79 m, 70 kg   ,Portugal,210Climber,129GC,108Time trial,2093Sprint,352One day races
Olivier Le Gac, 1.80 m, 70 kg   ,France,133Climber,310GC,4Time trial,212Sprint,490One day races
Matteo  Tosatto, 1.81 m, 74 kg   ,Italy,632Climber,930GC,285Time trial,1854Sprint,1847One day races
Luca  Pierfelici,NaN,NaN,Italy,64Climber,210GC,0Time trial,126Sprint,43One day races
Oleg  Berdos, 1.75 m, 68 kg   ,Romania,10Climber,37GC,51Time trial,203Sprint,131One day races
Cedric  Beullens, 1.90 m, 79 kg   ,Belgium,58Climber,8GC,1Time trial,97Sprint,137One day races
Patrick  Bevin, 1.80 m, 75 kg   ,New Zealand,635Climber,595GC,1453Time trial,885Sprint,78One day races
Clément  Koretzky, 1.74 m, 66 kg   ,France,30Climber,25GC,13Time trial,384Sprint,237One day races
Romain  Villa, 1.84 m, 71 kg   ,France,2Climber,21GC,2Time trial,22Sprint,20One day races
Jasper  Philipsen, 1.76 m, 75 kg   ,Belgium,638Climber,235GC,120Time trial,2790Sprint,1648One day races
Vicente  Reynés, 1.75 m, 69 kg   ,Spain,416Climber,291GC,49Time trial,1224Sprint,950One day races
Julien  Stassen, 1.82 m, 66 kg   ,Belgium,6Climber,18GC,3Time trial,193Sprint,65One day races
Cees  Bol, 1.94 m, 83 kg   ,Netherlands,202Climber,311GC,188Time trial,1228Sprint,546One day races
Nicholas  Pettina,NaN,NaN,,0Climber,0GC,0Time trial,0Sprint,0One day races
Igor  Astarloa, 1.76 m, 61 kg   ,Spain,948Climber,527GC,161Time trial,1484Sprint,2508One day races
Benjamin  Declercq, 1.82 m, 67 kg   ,Belgium,145Climber,173GC,90Time trial,424Sprint,409One day races
Sébastien  Turgot, 1.79 m, 73 kg   ,France,170Climber,557GC,232Time trial,1195Sprint,1031One day races
Tim De Troyer, 1.78 m, 72 kg   ,Belgium,10Climber,35GC,34Time trial,317Sprint,191One day races
Hannes  Gründlinger,NaN,NaN,Austria,0Climber,0GC,0Time trial,0Sprint,0One day races
Marc  Sarreau, 1.82 m, 76 kg   ,France,118Climber,191GC,130Time trial,2134Sprint,1413One day races
Tom  Paquot, 1.84 m, 70 kg   ,Belgium,33Climber,0GC,1Time trial,49Sprint,85One day races
Eric  Baumann, 1.77 m, 72 kg   ,Germany,22Climber,55GC,66Time trial,2367Sprint,1088One day races
Graeme Allen  Brown, 1.80 m, 76 kg   ,Australia,104Climber,243GC,63Time trial,5296Sprint,1509One day races
Christophe  Premont, 1.78 m, 69 kg   ,Belgium,5Climber,32GC,17Time trial,233Sprint,27One day races
Nicola  D'Andrea,NaN,NaN,Italy,10Climber,0GC,8Time trial,67Sprint,0One day races
Ramūnas  Navardauskas, 1.90 m, 79 kg   ,Lithuania,321Climber,1025GC,1197Time trial,1566Sprint,1101One day races
Paolo  Ciavatta,NaN,NaN,Italy,43Climber,36GC,1Time trial,166Sprint,118One day races
Einer Augusto  Rubio, 1.64 m, 56 kg   ,Colombia,225Climber,197GC,0Time trial,38Sprint,48One day races
Lorenzo  Rota, 1.73 m, 62 kg   ,Italy,720Climber,307GC,12Time trial,194Sprint,802One day races
Ronan van Zandbeek, 1.84 m, 72 kg   ,Netherlands,6Climber,90GC,60Time trial,200Sprint,133One day races
Alexey  Shmidt,NaN,NaN,Russia,14Climber,56GC,168Time trial,469Sprint,37One day races
Ide  Schelling, 1.82 m, 66 kg   ,Netherlands,249Climber,250GC,110Time trial,69Sprint,323One day races
Petr  Kubias,NaN,NaN,Czech Republic,0Climber,0GC,0Time trial,24Sprint,8One day races
Dmitriy  Fofonov, 1.75 m, 65 kg   ,Kazakhstan,842Climber,1162GC,307Time trial,1174Sprint,1066One day races
Tom  Peterson, 1.80 m, 70 kg   ,United States,190Climber,486GC,7Time trial,116Sprint,81One day races
Dries De Bondt, 1.85 m, 73 kg   ,Belgium,221Climber,171GC,1Time trial,1069Sprint,1237One day races
Pawel  Charucki, 1.78 m, 64 kg   ,Poland,1Climber,11GC,4Time trial,69Sprint,14One day races
Travis  McCabe, 1.80 m, 72 kg   ,United States,181Climber,117GC,86Time trial,1668Sprint,154One day races
Stefano  Borchi,NaN,NaN,Italy,4Climber,0GC,40Time trial,66Sprint,10One day races
Julien  Simon, 1.76 m, 65 kg   ,France,2054Climber,1076GC,190Time trial,1678Sprint,2871One day races
Jan  Boven, 1.74 m, 65 kg   ,Netherlands,7Climber,255GC,53Time trial,414Sprint,537One day races
Massimiliano  Maisto,NaN,NaN,Italy,74Climber,49GC,0Time trial,260Sprint,234One day races
Luka  Pibernik, 1.77 m, 60 kg   ,Slovenia,86Climber,196GC,38Time trial,276Sprint,368One day races
Yauheni  Hutarovich, 1.78 m, 71 kg   ,Belarus,212Climber,228GC,18Time trial,4917Sprint,2368One day races
Alexandr  Riabushenko, 1.78 m, 61 kg   ,Belarus,161Climber,102GC,6Time trial,426Sprint,488One day races
Tim  Merlier, 1.85 m, 80 kg   ,Belgium,62Climber,33GC,3Time trial,2802Sprint,2186One day races
Alexander  Gottfried, 1.68 m, 60 kg   ,Germany,54Climber,109GC,8Time trial,261Sprint,62One day races
Ilia  Koshevoy, 1.81 m, 62.5 kg   ,Belarus,336Climber,388GC,42Time trial,86Sprint,59One day races
Sasha  Weemaes, 1.77 m, 73 kg   ,Belgium,0Climber,18GC,12Time trial,326Sprint,230One day races
Sven Erik  Bystrøm, 1.88 m, 73 kg   ,Norway,398Climber,561GC,81Time trial,498Sprint,634One day races
Andrea  Vendrame, 1.68 m, 60 kg   ,Italy,1120Climber,346GC,99Time trial,736Sprint,1097One day races
Rafael  Andriato, 1.77 m, 67 kg   ,Brazil,77Climber,20GC,66Time trial,1732Sprint,615One day races
Pieter  Vanspeybrouck, 1.86 m, 76 kg   ,Belgium,143Climber,268GC,135Time trial,1288Sprint,818One day races
Vitaliy  Buts, 1.76 m, 68 kg   ,Ukraine,164Climber,871GC,30Time trial,2591Sprint,431One day races
Mathijs  Paasschens, 1.88 m, 81 kg   ,Netherlands,10Climber,25GC,6Time trial,148Sprint,115One day races
Simone  Velasco, 1.70 m, 59 kg   ,Italy,549Climber,197GC,3Time trial,324Sprint,897One day races
Daniele  Callegarin,NaN,NaN,Italy,50Climber,55GC,7Time trial,927Sprint,718One day races
Péter  Kusztor, 1.79 m, 61 kg   ,Hungary,108Climber,228GC,256Time trial,701Sprint,301One day races
Enrico  Magazzini, 1.69 m, 58 kg   ,Italy,5Climber,15GC,0Time trial,78Sprint,60One day races
Nans  Peters, 1.77 m, 71 kg   ,France,516Climber,261GC,61Time trial,127Sprint,323One day races
Mirko  Celestino, 1.73 m, 67 kg   ,Italy,1349Climber,796GC,159Time trial,2226Sprint,5882One day races
Enrico  Degano, 1.82 m, 68 kg   ,Italy,23Climber,80GC,1Time trial,1760Sprint,426One day races
Elias Van Breussegem, 1.79 m, 66.5 kg   ,Belgium,2Climber,14GC,89Time trial,104Sprint,67One day races
Guy  Niv, 1.68 m, 58 kg   ,Israel,35Climber,139GC,55Time trial,3Sprint,16One day races
Jonathan Klever  Caicedo, 1.64 m, 62 kg   ,Ecuador,177Climber,282GC,102Time trial,146Sprint,178One day races
Umberto  Marengo, 1.79 m, 69 kg   ,Italy,60Climber,67GC,15Time trial,244Sprint,96One day races
Esteban  Chaves, 1.64 m, 55 kg   ,Colombia,3733Climber,2829GC,200Time trial,234Sprint,981One day races
Filippo  Conca, 1.88 m, 80 kg   ,Italy,22Climber,30GC,0Time trial,19Sprint,51One day races
Vladimir  Karpets, 1.90 m, 79 kg   ,Russia,1062Climber,3818GC,2868Time trial,528Sprint,393One day races
Matteo Di Serafino,NaN,NaN,Italy,26Climber,23GC,13Time trial,98Sprint,4One day races
Fabio  Felline, 1.75 m, 68 kg   ,Italy,1888Climber,1366GC,1206Time trial,1104Sprint,1752One day races
Jorge  Azanza, 1.85 m, 68 kg   ,Spain,25Climber,259GC,12Time trial,51Sprint,118One day races
Francesco Di Paolo, 1.78 m, 65 kg   ,Italy,13Climber,31GC,2Time trial,56Sprint,15One day races
Louis  Vervaeke, 1.81 m, 68 kg   ,Belgium,330Climber,403GC,173Time trial,28Sprint,243One day races
Moreno De Pauw, 1.81 m, 72 kg   ,Belgium,0Climber,5GC,0Time trial,29Sprint,6One day races
František  Raboň, 1.83 m, 74 kg   ,Czech Republic,69Climber,592GC,1248Time trial,492Sprint,136One day races
Adrian  Kurek, 1.94 m, 80 kg   ,Poland,4Climber,182GC,547Time trial,260Sprint,42One day races
Ruggero  Marzoli, 1.73 m, 61 kg   ,Italy,794Climber,435GC,26Time trial,1768Sprint,1705One day races
Francisco Javier  Vila, 1.80 m, 67 kg   ,Spain,616Climber,1412GC,156Time trial,364Sprint,394One day races
Matthew  Walls,NaN,NaN,Great Britain,28Climber,23GC,43Time trial,362Sprint,187One day races
Guillaume  Martin, 1.73 m, 55 kg   ,France,3048Climber,2576GC,6Time trial,243Sprint,1310One day races
Aksel  Nõmmela, 1.76 m, 69 kg   ,Estonia,2Climber,22GC,27Time trial,776Sprint,601One day races
Alfredo  Balloni, 1.86 m, 72 kg   ,Italy,35Climber,45GC,97Time trial,128Sprint,27One day races
Manuele  Mori, 1.72 m, 62 kg   ,Italy,1085Climber,770GC,80Time trial,1218Sprint,2131One day races
Daniel Felipe  Martínez, 1.72 m, 63 kg   ,Colombia,1299Climber,1834GC,713Time trial,40Sprint,290One day races
Victor  Manakov, 1.80 m, 77 kg   ,Russia,14Climber,41GC,168Time trial,202Sprint,67One day races
Łukasz  Owsian, 1.81 m, 66 kg   ,Poland,105Climber,488GC,98Time trial,340Sprint,285One day races
Guillaume  Blot, 1.77 m, 71 kg   ,France,5Climber,5GC,0Time trial,499Sprint,259One day races
João  Almeida, 1.78 m, 63 kg   ,Portugal,1791Climber,1754GC,1188Time trial,117Sprint,350One day races
Lorrenzo  Manzin, 1.75 m, 69 kg   ,France,94Climber,235GC,2Time trial,1420Sprint,699One day races
Alexandre  Geniez, 1.84 m, 68 kg   ,France,1530Climber,1740GC,767Time trial,288Sprint,538One day races
Emiliano  Donadello,NaN,NaN,Italy,0Climber,0GC,4Time trial,483Sprint,48One day races
Eliot  Lietaer, 1.88 m, 70 kg   ,Belgium,252Climber,652GC,70Time trial,359Sprint,345One day races
Russell  Downing, 1.71 m, 64 kg   ,Great Britain,54Climber,518GC,51Time trial,2251Sprint,424One day races
Beñat  Intxausti, 1.75 m, 61 kg   ,Spain,1786Climber,2135GC,752Time trial,137Sprint,344One day races
Nils  Eekhoff, 1.91 m, 75 kg   ,Netherlands,99Climber,120GC,142Time trial,466Sprint,310One day races
Xavier  Florencio, 1.73 m, 59 kg   ,Spain,874Climber,897GC,200Time trial,940Sprint,985One day races
Frederiek  Nolf,NaN,NaN,NaN,0Climber,4GC,1Time trial,83Sprint,34One day races
Matteo  Pelucchi, 1.82 m, 74 kg   ,Italy,32Climber,51GC,97Time trial,2836Sprint,698One day races
Marcel  Sieberg, 1.98 m, 80 kg   ,Germany,141Climber,531GC,353Time trial,1676Sprint,1541One day races
Koldo  Fernández, 1.82 m, 71 kg   ,Spain,570Climber,288GC,1Time trial,2450Sprint,981One day races
Filippo  Simeoni, 1.85 m, 68 kg   ,Italy,278Climber,555GC,256Time trial,755Sprint,905One day races
Mattia  Gavazzi, 1.71 m, 70 kg   ,Italy,98Climber,115GC,32Time trial,2766Sprint,359One day races
Robert  Retschke, 1.80 m, 66 kg   ,Germany,27Climber,97GC,32Time trial,719Sprint,423One day races
Moreno  Hofland, 1.79 m, 71 kg   ,Netherlands,226Climber,340GC,170Time trial,2530Sprint,736One day races
Joost van Leijen, 1.92 m, 73 kg   ,Netherlands,100Climber,476GC,82Time trial,766Sprint,365One day races
Hugo  Houle, 1.82 m, 72 kg   ,Canada,418Climber,619GC,633Time trial,224Sprint,561One day races
Jonas  Ahlstrand, 1.77 m, 72 kg   ,Sweden,0Climber,27GC,1Time trial,653Sprint,176One day races
Rodolfo Andrés  Torres, 1.69 m, 56 kg   ,Colombia,494Climber,650GC,131Time trial,159Sprint,199One day races
Kim  Kirchen, 1.78 m, 68 kg   ,Luxembourg,1986Climber,2513GC,1428Time trial,1809Sprint,1840One day races
Evaldas  Šiškevičius, 1.81 m, 80 kg   ,Lithuania,120Climber,364GC,406Time trial,1276Sprint,562One day races
Sebastian  Lander, 1.75 m, 70 kg   ,Denmark,17Climber,35GC,3Time trial,187Sprint,138One day races
Jelle  Wallays, 1.85 m, 77 kg   ,Belgium,108Climber,574GC,150Time trial,1028Sprint,1137One day races
Danny van Poppel, 1.84 m, 82 kg   ,Netherlands,392Climber,377GC,343Time trial,4198Sprint,2281One day races
Alex  Turrin,NaN,NaN,Italy,78Climber,158GC,7Time trial,198Sprint,51One day races
Aitor  Galdós, 1.72 m, 63 kg   ,Spain,163Climber,200GC,52Time trial,1068Sprint,536One day races
Tim  Wellens, 1.82 m, 71 kg   ,Belgium,3307Climber,3324GC,928Time trial,420Sprint,3132One day races
Maxime  Cam, 1.69 m, 61 kg   ,France,2Climber,42GC,0Time trial,95Sprint,3One day races
François  Parisien, 1.71 m, 64 kg   ,Canada,66Climber,153GC,163Time trial,245Sprint,215One day races
Yoann  Bagot, 1.82 m, 65 kg   ,France,266Climber,596GC,40Time trial,148Sprint,90One day races
Ben  Zwiehoff, 1.82 m, 61 kg   ,Germany,40Climber,53GC,3Time trial,3Sprint,40One day races
Julien  Fouchard, 1.87 m, 74 kg   ,France,6Climber,109GC,120Time trial,220Sprint,126One day races
Geoffroy  Lequatre, 1.83 m, 64 kg   ,France,270Climber,554GC,135Time trial,1344Sprint,578One day races
Matthew  White, 1.81 m, 72 kg   ,Australia,128Climber,387GC,235Time trial,310Sprint,257One day races
Alexander  Krieger, 1.84 m, 71 kg   ,Germany,198Climber,234GC,167Time trial,1180Sprint,659One day races
Thomas  Vernaeckt,NaN,NaN,Belgium,6Climber,0GC,0Time trial,129Sprint,41One day races
Tom-Jelte  Slagter, 1.69 m, 57 kg   ,Netherlands,1920Climber,1293GC,223Time trial,430Sprint,1496One day races
José Enrique  Gutiérrez, 1.89 m, 78 kg   ,Spain,1326Climber,1110GC,1602Time trial,807Sprint,438One day races
Seid  Lizde, 1.83 m, 70 kg   ,Bosnia and Herzegovina,2Climber,40GC,90Time trial,236Sprint,60One day races
Petr  Benčík, 1.80 m, 73 kg   ,Czech Republic,89Climber,353GC,94Time trial,768Sprint,417One day races
Heinrich  Haussler, 1.81 m, 74 kg   ,Australia,676Climber,835GC,276Time trial,4030Sprint,3024One day races
Petr  Ignatenko, 1.80 m, 63 kg   ,Russia,187Climber,346GC,50Time trial,93Sprint,5One day races
Mathew  Hayman, 1.90 m, 78 kg   ,Australia,92Climber,865GC,152Time trial,1831Sprint,2202One day races
Takashi  Miyazawa, 1.64 m, 61 kg   ,Japan,90Climber,156GC,142Time trial,1730Sprint,682One day races
Karel  Vacek, 1.78 m, 60 kg   ,Czech Republic,0Climber,128GC,0Time trial,0Sprint,55One day races
Julien  Bernard, 1.76 m, 60 kg   ,France,353Climber,578GC,34Time trial,55Sprint,86One day races
Yannick  Talabardon, 1.90 m, 67 kg   ,France,89Climber,467GC,30Time trial,454Sprint,236One day races
Pablo  Lastras, 1.83 m, 68 kg   ,Spain,1658Climber,1511GC,228Time trial,930Sprint,1257One day races
Alberto  Curtolo,NaN,NaN,Italy,0Climber,10GC,1Time trial,213Sprint,0One day races
Timothy  Vangheel,NaN,NaN,Belgium,3Climber,0GC,0Time trial,23Sprint,12One day races
Mathias De Witte, 1.78 m, 61 kg   ,Belgium,50Climber,36GC,0Time trial,145Sprint,151One day races
Reinier  Honig, 1.77 m, 63 kg   ,Netherlands,40Climber,170GC,22Time trial,815Sprint,525One day races
Eugert  Zhupa, 1.83 m, 78 kg   ,Albania,1Climber,89GC,136Time trial,214Sprint,125One day races
Samuel  Sánchez, 1.75 m, 65 kg   ,Spain,7974Climber,6959GC,2535Time trial,2436Sprint,4412One day races
Christian  Kux, 1.82 m, 74 kg   ,Germany,3Climber,30GC,23Time trial,63Sprint,19One day races
Gianni  Moscon, 1.82 m, 70 kg   ,Italy,1221Climber,848GC,604Time trial,466Sprint,1824One day races
Berden de Vries, 1.86 m, 70 kg   ,Netherlands,2Climber,89GC,145Time trial,181Sprint,100One day races
Kirill  Pozdnyakov, 1.76 m, 67 kg   ,Azerbaijan,76Climber,444GC,101Time trial,284Sprint,73One day races
Raynold  Smith,NaN,NaN,South Africa,0Climber,0GC,20Time trial,26Sprint,35One day races
Julian  Dean, 1.78 m, 72 kg   ,New Zealand,340Climber,667GC,54Time trial,2994Sprint,1123One day races
Juan Pablo  Valencia, 1.78 m, 71 kg   ,Colombia,12Climber,21GC,6Time trial,102Sprint,75One day races
Zhandos  Bizhigitov, 1.92 m, 76 kg   ,Kazakhstan,60Climber,210GC,165Time trial,272Sprint,143One day races
Alessandro  Ballan, 1.90 m, 73 kg   ,Italy,1182Climber,1597GC,371Time trial,1602Sprint,3650One day races
Alessandro  Petacchi, 1.85 m, 70 kg   ,Italy,2312Climber,1327GC,358Time trial,10665Sprint,3265One day races
Massimiliano  Mori, 1.74 m, 77 kg   ,Italy,210Climber,379GC,109Time trial,1432Sprint,1123One day races
Benjamin  Gourgue, 1.66 m, 62 kg   ,Belgium,12Climber,0GC,0Time trial,26Sprint,56One day races
Raffaele  Ferrara, 1.74 m, 60 kg   ,Italy,116Climber,169GC,6Time trial,772Sprint,912One day races
Christophe  Laurent, 1.85 m, 72 kg   ,France,34Climber,170GC,6Time trial,136Sprint,125One day races
Francesco  Bellotti, 1.79 m, 65 kg   ,Italy,200Climber,416GC,84Time trial,382Sprint,423One day races
Bernard  Sulzberger, 1.77 m, 67 kg   ,Australia,45Climber,196GC,2Time trial,436Sprint,67One day races
Artur  Ershov, 1.85 m, 70 kg   ,Russia,6Climber,126GC,118Time trial,473Sprint,42One day races
Ignacio  Gutiérrez,NaN,NaN,Spain,18Climber,138GC,5Time trial,132Sprint,45One day races
Jonathan  Milan, 1.94 m, 84 kg   ,Italy,0Climber,10GC,64Time trial,84Sprint,20One day races
Jochen  Summer,NaN,NaN,Austria,0Climber,5GC,86Time trial,524Sprint,115One day races
Davide  Appollonio, 1.70 m, 67 kg   ,Italy,338Climber,134GC,50Time trial,1590Sprint,584One day races
Jorge  Arcas, 1.87 m, 68 kg   ,Spain,49Climber,155GC,49Time trial,24Sprint,117One day races
Nathan  Earle, 1.80 m, 70 kg   ,Australia,288Climber,467GC,84Time trial,274Sprint,127One day races
Umberto  Orsini, 1.88 m, 67 kg   ,Italy,4Climber,66GC,0Time trial,6Sprint,14One day races
Vegard Stake  Laengen, 1.95 m, 79 kg   ,Norway,390Climber,678GC,382Time trial,216Sprint,492One day races
Andrea  Pasqualon, 1.74 m, 68 kg   ,Italy,774Climber,592GC,74Time trial,2901Sprint,2334One day races
Iván  García Cortina, 1.83 m, 77 kg   ,Spain,732Climber,254GC,108Time trial,758Sprint,810One day races
Luis Felipe  Laverde, 1.69 m, 63 kg   ,Colombia,605Climber,372GC,104Time trial,661Sprint,671One day races
Matt  Cooke,NaN,NaN,United States,57Climber,47GC,21Time trial,51Sprint,7One day races
Tejay van Garderen, 1.86 m, 72 kg   ,United States,3710Climber,5164GC,3409Time trial,415Sprint,147One day races
Enrico  Gasparotto, 1.74 m, 65 kg   ,Switzerland,2612Climber,1443GC,533Time trial,1975Sprint,3246One day races
Unai  Etxebarria, 1.81 m, 68 kg   ,Venezuela,583Climber,568GC,360Time trial,717Sprint,943One day races
Alexander  Egger,NaN,NaN,Austria,0Climber,0GC,5Time trial,0Sprint,0One day races
Paolo  Colonna, 1.76 m, 65 kg   ,Italy,2Climber,0GC,0Time trial,128Sprint,14One day races
Dries  Devenyns, 1.77 m, 65 kg   ,Belgium,1576Climber,1801GC,766Time trial,756Sprint,1574One day races
Davide  Viganò, 1.82 m, 67 kg   ,Italy,343Climber,280GC,30Time trial,1970Sprint,726One day races
Rafael  Valls, 1.79 m, 64 kg   ,Spain,859Climber,1209GC,78Time trial,180Sprint,295One day races
Mattia  Turrina,NaN,NaN,Italy,0Climber,3GC,6Time trial,48Sprint,15One day races
Kris  Boeckmans, 1.80 m, 76 kg   ,Belgium,72Climber,429GC,80Time trial,1764Sprint,1114One day races
Lars Ytting  Bak, 1.90 m, 76 kg   ,Denmark,668Climber,2286GC,961Time trial,1339Sprint,1189One day races
Daryl  Impey, 1.81 m, 70 kg   ,South Africa,2432Climber,1831GC,1005Time trial,1780Sprint,1419One day races
Felix  Odebrecht,NaN,NaN,Germany,0Climber,6GC,56Time trial,128Sprint,18One day races
Alessandro  Donati, 1.86 m, 71 kg   ,Italy,29Climber,110GC,0Time trial,300Sprint,194One day races
Jack  Bauer, 1.91 m, 74 kg   ,New Zealand,286Climber,719GC,741Time trial,414Sprint,659One day races
Geert  Steurs, 1.93 m, 77 kg   ,Belgium,25Climber,165GC,0Time trial,486Sprint,311One day races
Laurent  Mangel, 1.95 m, 83 kg   ,France,172Climber,371GC,221Time trial,773Sprint,372One day races
Jens  Voigt, 1.89 m, 76 kg   ,Germany,1596Climber,6043GC,5469Time trial,4094Sprint,1631One day races
Sergei  Ivanov, 1.80 m, 73 kg   ,Russia,969Climber,1552GC,908Time trial,3183Sprint,3165One day races
František  Paďour, 1.77 m, 59 kg   ,Czech Republic,29Climber,119GC,3Time trial,116Sprint,20One day races
Romain  Zingle, 1.75 m, 67 kg   ,Belgium,93Climber,261GC,34Time trial,362Sprint,268One day races
